chknum,jobid,chksiz[bytes],chkdur[ms]
946,6ebe01b255df199949f60a281a0fed3e,1200033138,7413
947,6ebe01b255df199949f60a281a0fed3e,1203076986,7442
948,6ebe01b255df199949f60a281a0fed3e,1206141164,7867
949,6ebe01b255df199949f60a281a0fed3e,1209367638,7603
950,6ebe01b255df199949f60a281a0fed3e,1212533306,7624
951,6ebe01b255df199949f60a281a0fed3e,1215658344,7395
952,6ebe01b255df199949f60a281a0fed3e,1218702288,7467
953,6ebe01b255df199949f60a281a0fed3e,1221766508,7642
954,6ebe01b255df199949f60a281a0fed3e,1224891668,7898
955,6ebe01b255df199949f60a281a0fed3e,1228138510,7385
956,6ebe01b255df199949f60a281a0fed3e,1231158096,7580
957,6ebe01b255df199949f60a281a0fed3e,1234283340,7416
958,6ebe01b255df199949f60a281a0fed3e,1237327314,7880
959,6ebe01b255df199949f60a281a0fed3e,1240574098,7646
960,6ebe01b255df199949f60a281a0fed3e,1243719546,7620
961,6ebe01b255df199949f60a281a0fed3e,1246844610,8202
962,6ebe01b255df199949f60a281a0fed3e,1250209164,8465
963,6ebe01b255df199949f60a281a0fed3e,1253679242,7973
964,6ebe01b255df199949f60a281a0fed3e,1256946406,7675
965,6ebe01b255df199949f60a281a0fed3e,1260091894,7884
966,6ebe01b255df199949f60a281a0fed3e,1263338804,7895
967,6ebe01b255df199949f60a281a0fed3e,1266565508,7891
968,6ebe01b255df199949f60a281a0fed3e,1269812438,7719
969,6ebe01b255df199949f60a281a0fed3e,1272978098,7807
970,6ebe01b255df199949f60a281a0fed3e,1276184422,7990
971,6ebe01b255df199949f60a281a0fed3e,1279471766,8013
972,6ebe01b255df199949f60a281a0fed3e,1282755042,7709
973,6ebe01b255df199949f60a281a0fed3e,1285920538,7569
974,6ebe01b255df199949f60a281a0fed3e,1289025450,8127
975,6ebe01b255df199949f60a281a0fed3e,1292353566,8286
976,6ebe01b255df199949f60a281a0fed3e,1295742466,8024
977,6ebe01b255df199949f60a281a0fed3e,1299050206,8152
978,6ebe01b255df199949f60a281a0fed3e,1302398490,8059
979,6ebe01b255df199949f60a281a0fed3e,1305706352,8273
980,6ebe01b255df199949f60a281a0fed3e,1309095308,7893
981,6ebe01b255df199949f60a281a0fed3e,1312338200,8183
982,6ebe01b255df199949f60a281a0fed3e,1315686692,8488
983,6ebe01b255df199949f60a281a0fed3e,1319177040,8235
984,6ebe01b255df199949f60a281a0fed3e,1322565986,8069
985,6ebe01b255df199949f60a281a0fed3e,1325894118,8606
986,6ebe01b255df199949f60a281a0fed3e,1329425136,8538
987,6ebe01b255df199949f60a281a0fed3e,1332915508,8918
988,6ebe01b255df199949f60a281a0fed3e,1336588558,8331
989,6ebe01b255df199949f60a281a0fed3e,1339997764,8491
990,6ebe01b255df199949f60a281a0fed3e,1343488160,8765
991,6ebe01b255df199949f60a281a0fed3e,1347079992,8323
992,6ebe01b255df199949f60a281a0fed3e,1350485142,8270
993,6ebe01b255df199949f60a281a0fed3e,1353874068,8464
994,6ebe01b255df199949f60a281a0fed3e,1357344018,8522
995,6ebe01b255df199949f60a281a0fed3e,1360854602,8830
996,6ebe01b255df199949f60a281a0fed3e,1364466896,8201
997,6ebe01b255df199949f60a281a0fed3e,1367835428,8590
998,6ebe01b255df199949f60a281a0fed3e,1371366446,8786
999,6ebe01b255df199949f60a281a0fed3e,1374958388,8757
1000,6ebe01b255df199949f60a281a0fed3e,1378570534,9266
1001,6ebe01b255df199949f60a281a0fed3e,1382365238,8814
1002,6ebe01b255df199949f60a281a0fed3e,1385977498,8573
1003,6ebe01b255df199949f60a281a0fed3e,1389488160,9170
1004,6ebe01b255df199949f60a281a0fed3e,1393262590,8357
1005,6ebe01b255df199949f60a281a0fed3e,1396688168,8813
1006,6ebe01b255df199949f60a281a0fed3e,1400300374,8662
1007,6ebe01b255df199949f60a281a0fed3e,1403871966,8671
1008,6ebe01b255df199949f60a281a0fed3e,1407423224,8450
1009,6ebe01b255df199949f60a281a0fed3e,1410893324,9317
1010,6ebe01b255df199949f60a281a0fed3e,1414708450,8953
1011,6ebe01b255df199949f60a281a0fed3e,1418381466,9007
1012,6ebe01b255df199949f60a281a0fed3e,1422074714,8953
1013,6ebe01b255df199949f60a281a0fed3e,1425747650,9170
1014,6ebe01b255df199949f60a281a0fed3e,1429522046,8805
1015,6ebe01b255df199949f60a281a0fed3e,1433113812,8981
1016,6ebe01b255df199949f60a281a0fed3e,1436803004,9369
1017,6ebe01b255df199949f60a281a0fed3e,1440658688,8861
1018,6ebe01b255df199949f60a281a0fed3e,1444291024,9184
1019,6ebe01b255df199949f60a281a0fed3e,1448045122,8938
1020,6ebe01b255df199949f60a281a0fed3e,1451718168,8734
1021,6ebe01b255df199949f60a281a0fed3e,1455309922,9166
1022,6ebe01b255df199949f60a281a0fed3e,1459064096,9194
1023,6ebe01b255df199949f60a281a0fed3e,1462838544,9334
1024,6ebe01b255df199949f60a281a0fed3e,1466673902,9639
1025,6ebe01b255df199949f60a281a0fed3e,1470610764,9204
1026,6ebe01b255df199949f60a281a0fed3e,1474405510,9491
1027,6ebe01b255df199949f60a281a0fed3e,1478297740,9147
1028,6ebe01b255df199949f60a281a0fed3e,1482072172,9111
1029,6ebe01b255df199949f60a281a0fed3e,1485805880,9163
1030,6ebe01b255df199949f60a281a0fed3e,1489580388,9428
1031,6ebe01b255df199949f60a281a0fed3e,1493436106,9318
1032,6ebe01b255df199949f60a281a0fed3e,1497271462,9491
1033,6ebe01b255df199949f60a281a0fed3e,1501167776,9741
1034,6ebe01b255df199949f60a281a0fed3e,1505145146,9834
1035,6ebe01b255df199949f60a281a0fed3e,1509183378,9286
1036,6ebe01b255df199949f60a281a0fed3e,1512998462,9770
1037,6ebe01b255df199949f60a281a0fed3e,1517016430,9522
1038,6ebe01b255df199949f60a281a0fed3e,1520912666,9675
1039,6ebe01b255df199949f60a281a0fed3e,1524890018,9495
1040,6ebe01b255df199949f60a281a0fed3e,1528786332,9839
1041,6ebe01b255df199949f60a281a0fed3e,1532824570,9725
1042,6ebe01b255df199949f60a281a0fed3e,1536822296,9591
1043,6ebe01b255df199949f60a281a0fed3e,1540759170,9537
1044,6ebe01b255df199949f60a281a0fed3e,1544675594,10180
1045,6ebe01b255df199949f60a281a0fed3e,1548855886,9808
1046,6ebe01b255df199949f60a281a0fed3e,1552873986,9467
1047,6ebe01b255df199949f60a281a0fed3e,1556770328,9874
1048,6ebe01b255df199949f60a281a0fed3e,1560808626,9700
1049,6ebe01b255df199949f60a281a0fed3e,1564786028,9545
1050,6ebe01b255df199949f60a281a0fed3e,1568718736,10128
1051,6ebe01b255df199949f60a281a0fed3e,1572858464,10100
1052,6ebe01b255df199949f60a281a0fed3e,1576998250,9951
1053,6ebe01b255df199949f60a281a0fed3e,1581158202,9756
1054,6ebe01b255df199949f60a281a0fed3e,1585155892,9888
1055,6ebe01b255df199949f60a281a0fed3e,1589214426,10139
1056,6ebe01b255df199949f60a281a0fed3e,1593374598,10110
1057,6ebe01b255df199949f60a281a0fed3e,1597530446,10053
1058,6ebe01b255df199949f60a281a0fed3e,1601649854,9870
1059,6ebe01b255df199949f60a281a0fed3e,1605688192,10537
1060,6ebe01b255df199949f60a281a0fed3e,1610010566,10436
1061,6ebe01b255df199949f60a281a0fed3e,1614308574,9791
1062,6ebe01b255df199949f60a281a0fed3e,1618326526,10161
1063,6ebe01b255df199949f60a281a0fed3e,1622486646,10320
1064,6ebe01b255df199949f60a281a0fed3e,1626727956,10367
1065,6ebe01b255df199949f60a281a0fed3e,1630969054,10602
1066,6ebe01b255df199949f60a281a0fed3e,1635311734,10718
1067,6ebe01b255df199949f60a281a0fed3e,1639715286,10060
1068,6ebe01b255df199949f60a281a0fed3e,1643834736,10149
1069,6ebe01b255df199949f60a281a0fed3e,1648014934,10442
1070,6ebe01b255df199949f60a281a0fed3e,1652357578,10413
1071,6ebe01b255df199949f60a281a0fed3e,1656639364,10798
1072,6ebe01b255df199949f60a281a0fed3e,1661083532,11127
1073,6ebe01b255df199949f60a281a0fed3e,1665649418,11334
1074,6ebe01b255df199949f60a281a0fed3e,1670296398,10873
1075,6ebe01b255df199949f60a281a0fed3e,1674781190,10721
1076,6ebe01b255df199949f60a281a0fed3e,1679164604,10841
1077,6ebe01b255df199949f60a281a0fed3e,1683608834,10768
1078,6ebe01b255df199949f60a281a0fed3e,1688032678,10871
1079,6ebe01b255df199949f60a281a0fed3e,1692497178,10794
1080,6ebe01b255df199949f60a281a0fed3e,1696921034,10478
1081,6ebe01b255df199949f60a281a0fed3e,1701223208,11387
1082,6ebe01b255df199949f60a281a0fed3e,1705890506,10821
1083,6ebe01b255df199949f60a281a0fed3e,1710334608,10913
1084,6ebe01b255df199949f60a281a0fed3e,1714799124,11208
1085,6ebe01b255df199949f60a281a0fed3e,1719405472,11726
1086,6ebe01b255df199949f60a281a0fed3e,1724214970,11363
1087,6ebe01b255df199949f60a281a0fed3e,1728882308,11299
1088,6ebe01b255df199949f60a281a0fed3e,1733509050,10841
1089,6ebe01b255df199949f60a281a0fed3e,1737953104,11242
1090,6ebe01b255df199949f60a281a0fed3e,1742575914,11839
1091,6ebe01b255df199949f60a281a0fed3e,1747425946,11373
1092,6ebe01b255df199949f60a281a0fed3e,1752093134,11721
1093,6ebe01b255df199949f60a281a0fed3e,1756902530,11543
1094,6ebe01b255df199949f60a281a0fed3e,1761651062,11258
1095,6ebe01b255df199949f60a281a0fed3e,1766253374,11564
1096,6ebe01b255df199949f60a281a0fed3e,1771001838,11371
1097,6ebe01b255df199949f60a281a0fed3e,1775669266,11435
1098,6ebe01b255df199949f60a281a0fed3e,1780377132,11813
1099,6ebe01b255df199949f60a281a0fed3e,1785206818,11487
1100,6ebe01b255df199949f60a281a0fed3e,1789914838,11657
1101,6ebe01b255df199949f60a281a0fed3e,1794703922,11838
1102,6ebe01b255df199949f60a281a0fed3e,1799553876,11535
1103,6ebe01b255df199949f60a281a0fed3e,1804383532,11782
1104,6ebe01b255df199949f60a281a0fed3e,1809209144,11832
1105,6ebe01b255df199949f60a281a0fed3e,1814079528,11628
1106,6ebe01b255df199949f60a281a0fed3e,1818888964,11693
1107,6ebe01b255df199949f60a281a0fed3e,1823698484,12228
1108,6ebe01b255df199949f60a281a0fed3e,1828710744,12042
1109,6ebe01b255df199949f60a281a0fed3e,1833658200,12645
1110,6ebe01b255df199949f60a281a0fed3e,1838853150,12304
1111,6ebe01b255df199949f60a281a0fed3e,1843885778,12348
1112,6ebe01b255df199949f60a281a0fed3e,1848938646,12325
1113,6ebe01b255df199949f60a281a0fed3e,1853991616,11759
1114,6ebe01b255df199949f60a281a0fed3e,1858922854,12163
1115,6ebe01b255df199949f60a281a0fed3e,1863915018,11883
1116,6ebe01b255df199949f60a281a0fed3e,1868805526,12531
1117,6ebe01b255df199949f60a281a0fed3e,1873939556,12351
1118,6ebe01b255df199949f60a281a0fed3e,1878992418,11772
1119,6ebe01b255df199949f60a281a0fed3e,1883822098,12944
1120,6ebe01b255df199949f60a281a0fed3e,1889118502,12435
1121,6ebe01b255df199949f60a281a0fed3e,1894211908,12422
1122,6ebe01b255df199949f60a281a0fed3e,1899285124,12718
1123,6ebe01b255df199949f60a281a0fed3e,1904476020,13185
1124,6ebe01b255df199949f60a281a0fed3e,1909873934,12573
1125,6ebe01b255df199949f60a281a0fed3e,1915008016,13195
1126,6ebe01b255df199949f60a281a0fed3e,1920426230,12482
1127,6ebe01b255df199949f60a281a0fed3e,1925539942,12329
1128,6ebe01b255df199949f60a281a0fed3e,1930572624,13121
1129,6ebe01b255df199949f60a281a0fed3e,1935950116,12285
1130,6ebe01b255df199949f60a281a0fed3e,1940962486,12769
1131,6ebe01b255df199949f60a281a0fed3e,1946177714,12458
1132,6ebe01b255df199949f60a281a0fed3e,1951271262,13425
1133,6ebe01b255df199949f60a281a0fed3e,1956791026,12318
1134,6ebe01b255df199949f60a281a0fed3e,1961884666,13539
1135,6ebe01b255df199949f60a281a0fed3e,1967404266,14596
1136,6ebe01b255df199949f60a281a0fed3e,1973370436,13213
1137,6ebe01b255df199949f60a281a0fed3e,1978768430,13518
1138,6ebe01b255df199949f60a281a0fed3e,1984283892,13524
1139,6ebe01b255df199949f60a281a0fed3e,1989803630,13473
1140,6ebe01b255df199949f60a281a0fed3e,1995302924,13944
1141,6ebe01b255df199949f60a281a0fed3e,2001025520,13484
1142,6ebe01b255df199949f60a281a0fed3e,2006524836,13948
1143,6ebe01b255df199949f60a281a0fed3e,2012227142,13745
1144,6ebe01b255df199949f60a281a0fed3e,2017827874,13683
1145,6ebe01b255df199949f60a281a0fed3e,2023408426,13423
1146,6ebe01b255df199949f60a281a0fed3e,2028907818,13550
1147,6ebe01b255df199949f60a281a0fed3e,2034427434,13440
1148,6ebe01b255df199949f60a281a0fed3e,2039926754,13492
1149,6ebe01b255df199949f60a281a0fed3e,2045426130,13489
1150,6ebe01b255df199949f60a281a0fed3e,2050925620,13855
1151,6ebe01b255df199949f60a281a0fed3e,2056583294,13772
1152,6ebe01b255df199949f60a281a0fed3e,2062204340,15116
1153,6ebe01b255df199949f60a281a0fed3e,2068353280,14323
1154,6ebe01b255df199949f60a281a0fed3e,2074217934,14169
1155,6ebe01b255df199949f60a281a0fed3e,2080001332,14285
1156,6ebe01b255df199949f60a281a0fed3e,2085825488,13959
1157,6ebe01b255df199949f60a281a0fed3e,2091527802,15094
1158,6ebe01b255df199949f60a281a0fed3e,2097696754,14625
1159,6ebe01b255df199949f60a281a0fed3e,2103662872,14120
1160,6ebe01b255df199949f60a281a0fed3e,2109426030,14208
1161,6ebe01b255df199949f60a281a0fed3e,2115270344,15198
1162,6ebe01b255df199949f60a281a0fed3e,2121459694,14775
1163,6ebe01b255df199949f60a281a0fed3e,2127486748,14916
1164,6ebe01b255df199949f60a281a0fed3e,2133570560,14878
1165,6ebe01b255df199949f60a281a0fed3e,2139617836,14889
1166,6ebe01b255df199949f60a281a0fed3e,2145681414,15076
1167,6ebe01b255df199949f60a281a0fed3e,2151850454,14973
1168,6ebe01b255df199949f60a281a0fed3e,2157958668,15081
1169,6ebe01b255df199949f60a281a0fed3e,2164087082,15240
1170,6ebe01b255df199949f60a281a0fed3e,2170296744,14994
1171,6ebe01b255df199949f60a281a0fed3e,2176404782,14675
1172,6ebe01b255df199949f60a281a0fed3e,2182370822,15294
1173,6ebe01b255df199949f60a281a0fed3e,2188600788,15043
1174,6ebe01b255df199949f60a281a0fed3e,2194729246,15547
1175,6ebe01b255df199949f60a281a0fed3e,2201040312,14864
1176,6ebe01b255df199949f60a281a0fed3e,2207087596,15478
1177,6ebe01b255df199949f60a281a0fed3e,2213398622,16527
1178,6ebe01b255df199949f60a281a0fed3e,2220111580,16599
1179,6ebe01b255df199949f60a281a0fed3e,2226864930,16021
1180,6ebe01b255df199949f60a281a0fed3e,2233378970,16642
1181,6ebe01b255df199949f60a281a0fed3e,2240136556,16239
1182,6ebe01b255df199949f60a281a0fed3e,2246752058,16687
1183,6ebe01b255df199949f60a281a0fed3e,2253525810,16462
1184,6ebe01b255df199949f60a281a0fed3e,2260222444,16155
1185,6ebe01b255df199949f60a281a0fed3e,2266797312,15588
1186,6ebe01b255df199949f60a281a0fed3e,2273128790,16395
1187,6ebe01b255df199949f60a281a0fed3e,2279805148,16239
1188,6ebe01b255df199949f60a281a0fed3e,2286396198,16584
1189,6ebe01b255df199949f60a281a0fed3e,2293149622,16343
1190,6ebe01b255df199949f60a281a0fed3e,2299785422,17017
1191,6ebe01b255df199949f60a281a0fed3e,2306705234,16358
1192,6ebe01b255df199949f60a281a0fed3e,2313361342,16098
1193,6ebe01b255df199949f60a281a0fed3e,2319895838,16623
1194,6ebe01b255df199949f60a281a0fed3e,2326653212,17338
1195,6ebe01b255df199949f60a281a0fed3e,2333715272,16533
1196,6ebe01b255df199949f60a281a0fed3e,2340432262,18685
1197,6ebe01b255df199949f60a281a0fed3e,2348021982,17001
1198,6ebe01b255df199949f60a281a0fed3e,2354941818,17465
1199,6ebe01b255df199949f60a281a0fed3e,2362024276,16634
1200,6ebe01b255df199949f60a281a0fed3e,2368802120,17324
1201,6ebe01b255df199949f60a281a0fed3e,2375843622,16890
1202,6ebe01b255df199949f60a281a0fed3e,2382702698,17067
1203,6ebe01b255df199949f60a281a0fed3e,2389642758,16922
1204,6ebe01b255df199949f60a281a0fed3e,2396521882,17118
1205,6ebe01b255df199949f60a281a0fed3e,2403482272,17880
1206,6ebe01b255df199949f60a281a0fed3e,2410747170,18325
1207,6ebe01b255df199949f60a281a0fed3e,2418194668,17846
1208,6ebe01b255df199949f60a281a0fed3e,2425459442,21332
1209,6ebe01b255df199949f60a281a0fed3e,2434120316,19192
1210,6ebe01b255df199949f60a281a0fed3e,2441933040,18632
1211,6ebe01b255df199949f60a281a0fed3e,2449494260,17643
1212,6ebe01b255df199949f60a281a0fed3e,2456673780,18113
1213,6ebe01b255df199949f60a281a0fed3e,2464101044,19305
1214,6ebe01b255df199949f60a281a0fed3e,2471934078,18976
1215,6ebe01b255df199949f60a281a0fed3e,2479645244,18390
1216,6ebe01b255df199949f60a281a0fed3e,2487133372,19204
1217,6ebe01b255df199949f60a281a0fed3e,2494925854,18259
1218,6ebe01b255df199949f60a281a0fed3e,2502348968,18193
1219,6ebe01b255df199949f60a281a0fed3e,2509755974,18929
1220,6ebe01b255df199949f60a281a0fed3e,2517447068,19356
1221,6ebe01b255df199949f60a281a0fed3e,2525316614,18849
1222,6ebe01b255df199949f60a281a0fed3e,2532987306,19000
1223,6ebe01b255df199949f60a281a0fed3e,2540698730,18874
1224,6ebe01b255df199949f60a281a0fed3e,2548369198,19788
1225,6ebe01b255df199949f60a281a0fed3e,2556425524,19365
1226,6ebe01b255df199949f60a281a0fed3e,2564299176,19524
1227,6ebe01b255df199949f60a281a0fed3e,2572225620,18350
1228,6ebe01b255df199949f60a281a0fed3e,2579673010,20247
1229,6ebe01b255df199949f60a281a0fed3e,2587907808,21682
1230,6ebe01b255df199949f60a281a0fed3e,2596714972,20089
1231,6ebe01b255df199949f60a281a0fed3e,2604872728,19602
1232,6ebe01b255df199949f60a281a0fed3e,2612847776,20309
1233,6ebe01b255df199949f60a281a0fed3e,2621107098,19414
1234,6ebe01b255df199949f60a281a0fed3e,2629000832,20062
1235,6ebe01b255df199949f60a281a0fed3e,2637154622,20527
1236,6ebe01b255df199949f60a281a0fed3e,2637905510,20490
1237,6ebe01b255df199949f60a281a0fed3e,2637905510,20244
1238,6ebe01b255df199949f60a281a0fed3e,2637905510,19900
1239,6ebe01b255df199949f60a281a0fed3e,2637905510,20217
1240,6ebe01b255df199949f60a281a0fed3e,2637905510,20662
1241,6ebe01b255df199949f60a281a0fed3e,2637905510,19986
1242,6ebe01b255df199949f60a281a0fed3e,2637905510,20351
1243,6ebe01b255df199949f60a281a0fed3e,2637905510,19660
1244,6ebe01b255df199949f60a281a0fed3e,2637905510,21379
1245,6ebe01b255df199949f60a281a0fed3e,2637905510,20725
1246,6ebe01b255df199949f60a281a0fed3e,2637905510,20624
1247,6ebe01b255df199949f60a281a0fed3e,2637905510,20267
1248,6ebe01b255df199949f60a281a0fed3e,2637905510,19989
1249,6ebe01b255df199949f60a281a0fed3e,2637905510,19913
1250,6ebe01b255df199949f60a281a0fed3e,2637905510,20768
1251,6ebe01b255df199949f60a281a0fed3e,2637905510,20001
1252,6ebe01b255df199949f60a281a0fed3e,2637905510,20129
1253,6ebe01b255df199949f60a281a0fed3e,2637905510,20044
1254,6ebe01b255df199949f60a281a0fed3e,2637905510,20504
1255,6ebe01b255df199949f60a281a0fed3e,2637905510,20448
1256,6ebe01b255df199949f60a281a0fed3e,2637905510,20309
1257,6ebe01b255df199949f60a281a0fed3e,2637905510,20356
1258,6ebe01b255df199949f60a281a0fed3e,2637905510,20580
1259,6ebe01b255df199949f60a281a0fed3e,2637905510,21557
1260,6ebe01b255df199949f60a281a0fed3e,2637905510,20396
1261,6ebe01b255df199949f60a281a0fed3e,2637905510,20648
1262,6ebe01b255df199949f60a281a0fed3e,2637905510,20236
1263,6ebe01b255df199949f60a281a0fed3e,2637905510,20158
1264,6ebe01b255df199949f60a281a0fed3e,2637905510,20940
1265,6ebe01b255df199949f60a281a0fed3e,2637905510,20035
1266,6ebe01b255df199949f60a281a0fed3e,2637905510,20355
1267,6ebe01b255df199949f60a281a0fed3e,2637905510,20795
1268,6ebe01b255df199949f60a281a0fed3e,2637905510,20388
1269,6ebe01b255df199949f60a281a0fed3e,2637905510,20083
1270,6ebe01b255df199949f60a281a0fed3e,2637905510,20501
1271,6ebe01b255df199949f60a281a0fed3e,2637905510,19929
1272,6ebe01b255df199949f60a281a0fed3e,2637905510,20672
1273,6ebe01b255df199949f60a281a0fed3e,2637905510,20185
1274,6ebe01b255df199949f60a281a0fed3e,2637905510,22825
1275,6ebe01b255df199949f60a281a0fed3e,2637905510,25069
1276,6ebe01b255df199949f60a281a0fed3e,2637905510,20826
1277,6ebe01b255df199949f60a281a0fed3e,2637905510,19769
1278,6ebe01b255df199949f60a281a0fed3e,2637905510,20405
1279,6ebe01b255df199949f60a281a0fed3e,2637905510,21173
1280,6ebe01b255df199949f60a281a0fed3e,2637905510,20488
1281,6ebe01b255df199949f60a281a0fed3e,2637905510,19721
1282,6ebe01b255df199949f60a281a0fed3e,2637905510,20712
1283,6ebe01b255df199949f60a281a0fed3e,2637905510,20461
1284,6ebe01b255df199949f60a281a0fed3e,2637905510,20696
1285,6ebe01b255df199949f60a281a0fed3e,2637905510,20457
1286,6ebe01b255df199949f60a281a0fed3e,2637905510,20966
1287,6ebe01b255df199949f60a281a0fed3e,2637905510,19741
1288,6ebe01b255df199949f60a281a0fed3e,2637905510,20549
1290,6ebe01b255df199949f60a281a0fed3e,2637905510,1555
1291,6ebe01b255df199949f60a281a0fed3e,2637905510,8254
1292,6ebe01b255df199949f60a281a0fed3e,2637905510,17565
1293,6ebe01b255df199949f60a281a0fed3e,2637905510,18853
1294,6ebe01b255df199949f60a281a0fed3e,2637905510,18954
1295,6ebe01b255df199949f60a281a0fed3e,2637905510,20385
1296,6ebe01b255df199949f60a281a0fed3e,2637905510,20241
1297,6ebe01b255df199949f60a281a0fed3e,2637905510,19942
1298,6ebe01b255df199949f60a281a0fed3e,2637905510,19409
1299,6ebe01b255df199949f60a281a0fed3e,2637905510,21437
1300,6ebe01b255df199949f60a281a0fed3e,2637905510,20696
1301,6ebe01b255df199949f60a281a0fed3e,2637905510,20010
1302,6ebe01b255df199949f60a281a0fed3e,2637905510,19409
1303,6ebe01b255df199949f60a281a0fed3e,2637905510,20106
1304,6ebe01b255df199949f60a281a0fed3e,2637905510,19377
1305,6ebe01b255df199949f60a281a0fed3e,2637905510,19516
1306,6ebe01b255df199949f60a281a0fed3e,2637905510,19789
1307,6ebe01b255df199949f60a281a0fed3e,2637905510,20096
1308,6ebe01b255df199949f60a281a0fed3e,2637905510,19849
1309,6ebe01b255df199949f60a281a0fed3e,2637905510,20088
1310,6ebe01b255df199949f60a281a0fed3e,2637905510,19889
1311,6ebe01b255df199949f60a281a0fed3e,2637905510,20652
1312,6ebe01b255df199949f60a281a0fed3e,2637905510,20229
1313,6ebe01b255df199949f60a281a0fed3e,2637905510,20312
1314,6ebe01b255df199949f60a281a0fed3e,2637905510,19889
1315,6ebe01b255df199949f60a281a0fed3e,2637905510,20290
1316,6ebe01b255df199949f60a281a0fed3e,2637905510,20293
1317,6ebe01b255df199949f60a281a0fed3e,2637905510,20200
1318,6ebe01b255df199949f60a281a0fed3e,2637905510,20741
1319,6ebe01b255df199949f60a281a0fed3e,2637905510,20860
1320,6ebe01b255df199949f60a281a0fed3e,2637905510,19837
1321,6ebe01b255df199949f60a281a0fed3e,2637905510,20665
1322,6ebe01b255df199949f60a281a0fed3e,2637905510,20376
1323,6ebe01b255df199949f60a281a0fed3e,2637905510,20332
1324,6ebe01b255df199949f60a281a0fed3e,2637905510,20097
1325,6ebe01b255df199949f60a281a0fed3e,2637905510,20600
1326,6ebe01b255df199949f60a281a0fed3e,2637905510,20132
1327,6ebe01b255df199949f60a281a0fed3e,2637905510,21120
1328,6ebe01b255df199949f60a281a0fed3e,2637905510,19577
1329,6ebe01b255df199949f60a281a0fed3e,2637905510,20685
1330,6ebe01b255df199949f60a281a0fed3e,2637905510,20005
1331,6ebe01b255df199949f60a281a0fed3e,2637905510,20370
1332,6ebe01b255df199949f60a281a0fed3e,2637905510,19909
1333,6ebe01b255df199949f60a281a0fed3e,2637905510,20807
1334,6ebe01b255df199949f60a281a0fed3e,2637905510,19869
1335,6ebe01b255df199949f60a281a0fed3e,2637905510,20653
1336,6ebe01b255df199949f60a281a0fed3e,2637905510,20496
1337,6ebe01b255df199949f60a281a0fed3e,2637905510,19974
1338,6ebe01b255df199949f60a281a0fed3e,2637905510,19481
1339,6ebe01b255df199949f60a281a0fed3e,2637905510,19681
1340,6ebe01b255df199949f60a281a0fed3e,2637905510,19681
1341,6ebe01b255df199949f60a281a0fed3e,2637905510,19213
1342,6ebe01b255df199949f60a281a0fed3e,2637905510,19317
1343,6ebe01b255df199949f60a281a0fed3e,2637905510,20713
1344,6ebe01b255df199949f60a281a0fed3e,2637905510,19857
1345,6ebe01b255df199949f60a281a0fed3e,2637905510,20025
1346,6ebe01b255df199949f60a281a0fed3e,2637905510,20013
1347,6ebe01b255df199949f60a281a0fed3e,2637905510,20021
1348,6ebe01b255df199949f60a281a0fed3e,2637905510,20785
1349,6ebe01b255df199949f60a281a0fed3e,2637905510,20652
1350,6ebe01b255df199949f60a281a0fed3e,2637905510,19854
1351,6ebe01b255df199949f60a281a0fed3e,2637905510,19682
1352,6ebe01b255df199949f60a281a0fed3e,2637905510,18980
1353,6ebe01b255df199949f60a281a0fed3e,2637905510,19440
1354,6ebe01b255df199949f60a281a0fed3e,2637905510,19121
1355,6ebe01b255df199949f60a281a0fed3e,2637905510,20296
1356,6ebe01b255df199949f60a281a0fed3e,2637905510,19993
1357,6ebe01b255df199949f60a281a0fed3e,2637905510,20076
1358,6ebe01b255df199949f60a281a0fed3e,2637905510,19937
1359,6ebe01b255df199949f60a281a0fed3e,2637905510,19769
1360,6ebe01b255df199949f60a281a0fed3e,2637905510,19421
1361,6ebe01b255df199949f60a281a0fed3e,2637905510,19837
1362,6ebe01b255df199949f60a281a0fed3e,2637905510,19340
